"Booking_ID","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","date.of.reservation","booking.status"
"BID22269","2","0","1","3","Meal Plan 2","0","Room_Type 1","136","Online","0","0","0","123.25","0","6/30/2018","Not_Canceled"
"BID28882","2","0","1","3","Not Selected","0","Room_Type 1","34","Online","0","0","0","71.1","1","3/14/2018","Not_Canceled"
"BID06873","2","0","0","1","Meal Plan 1","0","Room_Type 4","30","Online","0","0","0","105.3","1","10/14/2017","Not_Canceled"
"BID09640","2","0","1","2","Meal Plan 1","0","Room_Type 1","280","Offline","0","0","0","110","0","9/19/2018","Canceled"
"BID33319","1","0","0","1","Meal Plan 1","0","Room_Type 1","16","Corporate","0","0","0","75","0","43407","Not_Canceled"
"BID04754","2","0","0","3","Meal Plan 1","0","Room_Type 1","44","Offline","0","0","0","75","0","2/17/2018","Not_Canceled"
"BID16892","2","0","1","2","Meal Plan 1","0","Room_Type 1","168","Offline","0","0","0","85","0","4/22/2018","Canceled"
"BID20169","2","0","0","2","Meal Plan 2","0","Room_Type 1","102","Offline","0","0","0","101.5","0","10/16/2017","Canceled"
"BID01255","1","0","0","2","Meal Plan 1","0","Room_Type 1","154","Online","0","0","0","100.8","0","8/24/2018","Canceled"
"BID29531","3","0","2","2","Meal Plan 1","0","Room_Type 4","62","Online","0","0","0","150.3","2","43138","Not_Canceled"
"BID13227","1","0","1","2","Meal Plan 1","0","Room_Type 1","3","Online","0","0","0","117.33","0","8/17/2017","Not_Canceled"
"BID35038","1","0","2","3","Meal Plan 1","0","Room_Type 1","65","Online","0","0","0","130.9","2","9/25/2017","Not_Canceled"
"BID33147","1","0","0","2","Meal Plan 1","0","Room_Type 1","23","Online","0","0","0","145","0","43227","Canceled"
"BID11501","2","0","2","4","Not Selected","0","Room_Type 1","262","Online","0","0","0","63.75","0","12/14/2018","Canceled"
"BID08536","2","0","1","3","Meal Plan 1","0","Room_Type 1","210","Online","0","0","0","90.95","1","8/15/2018","Not_Canceled"
"BID28131","2","0","1","1","Meal Plan 1","0","Room_Type 1","33","Corporate","0","0","0","64","0","1/25/2018","Not_Canceled"
"BID17749","2","0","2","3","Meal Plan 1","0","Room_Type 1","59","Offline","0","0","0","76.5","1","10/15/2017","Not_Canceled"
"BID18657","2","0","1","0","Meal Plan 1","0","Room_Type 1","258","Offline","0","0","0","110","0","10/16/2018","Canceled"
"BID28422","2","0","2","1","Meal Plan 2","0","Room_Type 1","124","Offline","0","0","0","94.5","0","42955","Not_Canceled"
"BID08341","1","0","0","1","Meal Plan 1","0","Room_Type 1","15","Online","0","0","0","95","1","6/14/2018","Not_Canceled"
"BID10556","2","0","0","3","Meal Plan 1","0","Room_Type 1","50","Offline","0","0","0","75","0","3/29/2018","Not_Canceled"
"BID05828","2","0","1","3","Meal Plan 2","0","Room_Type 1","191","Online","0","0","0","131.75","2","43320","Canceled"
"BID01761","2","0","0","2","Meal Plan 1","0","Room_Type 1","59","Offline","0","0","0","85","0","10/29/2017","Not_Canceled"
"BID28028","2","0","1","3","Meal Plan 1","0","Room_Type 1","3","Corporate","0","0","0","130","0","8/17/2017","Canceled"
"BID00872","2","0","1","2","Meal Plan 2","0","Room_Type 1","315","Online","0","0","0","160","0","9/30/2018","Canceled"
"BID03676","3","0","1","3","Meal Plan 1","0","Room_Type 1","56","Offline","0","0","0","111.6","0","4/25/2018","Not_Canceled"
"BID36068","1","0","2","4","Meal Plan 1","0","Room_Type 1","69","Offline","0","0","0","120","0","43440","Canceled"
"BID16651","3","0","0","1","Meal Plan 1","0","Room_Type 4","104","Online","0","0","0","146.7","3","43227","Not_Canceled"
"BID34078","2","0","2","5","Meal Plan 1","0","Room_Type 4","15","Online","0","0","0","128.84","0","5/30/2018","Canceled"
"BID29338","2","0","0","3","Meal Plan 1","0","Room_Type 1","44","Offline","0","0","0","75","0","2/17/2018","Not_Canceled"
"BID20748","1","0","0","2","Meal Plan 1","0","Room_Type 1","57","Offline","0","0","0","75","0","9/16/2018","Not_Canceled"
"BID00788","1","0","0","4","Meal Plan 1","0","Room_Type 1","158","Online","0","0","0","114.75","1","5/25/2018","Canceled"
"BID25411","1","0","0","1","Meal Plan 1","0","Room_Type 4","18","Online","0","0","0","156","0","5/13/2018","Canceled"
"BID15133","2","0","0","3","Meal Plan 1","0","Room_Type 1","71","Offline","0","0","0","90","0","43378","Not_Canceled"
"BID17278","2","0","1","1","Meal Plan 1","0","Room_Type 4","44","Offline","0","0","0","96.3","0","6/18/2018","Canceled"
"BID23193","2","0","1","3","Meal Plan 1","0","Room_Type 1","9","Online","0","0","0","133.5","1","4/28/2018","Not_Canceled"
"BID27848","2","0","0","3","Not Selected","0","Room_Type 1","164","Online","0","0","0","94.5","0","7/21/2018","Canceled"
"BID06307","2","1","2","3","Meal Plan 1","0","Room_Type 1","22","Online","0","0","0","171","0","8/21/2018","Canceled"
"BID12311","2","0","2","2","Meal Plan 1","0","Room_Type 1","1","Online","0","0","0","91.38","2","11/20/2018","Not_Canceled"
"BID31484","2","0","2","1","Meal Plan 1","0","Room_Type 4","37","Offline","0","0","0","60","0","42746","Not_Canceled"
"BID35272","2","0","1","2","Not Selected","0","Room_Type 1","33","Online","0","0","0","125.1","1","43352","Not_Canceled"
"BID24493","3","0","0","1","Meal Plan 1","0","Room_Type 4","109","Online","0","0","0","146.7","3","43259","Not_Canceled"
"BID29264","1","0","0","2","Meal Plan 1","0","Room_Type 1","111","Online","0","0","0","55.96","1","7/22/2017","Not_Canceled"
"BID18765","2","0","1","0","Meal Plan 1","0","Room_Type 1","17","Online","0","0","0","138","2","43199","Not_Canceled"
"BID20912","2","0","2","7","Not Selected","0","Room_Type 1","7","Online","0","0","0","79.14","0","11/15/2018","Canceled"
"BID30391","2","0","2","2","Meal Plan 1","0","Room_Type 1","71","Online","0","0","0","93.08","1","4/24/2018","Not_Canceled"
"BID17411","2","0","2","2","Meal Plan 1","0","Room_Type 4","70","Online","0","0","0","107.95","2","4/16/2018","Not_Canceled"
"BID18032","2","0","0","3","Meal Plan 1","0","Room_Type 4","109","Online","0","0","0","149.4","2","9/20/2018","Not_Canceled"
"BID00190","1","0","2","2","Meal Plan 1","0","Room_Type 4","81","Online","0","0","0","146.6","1","43262","Not_Canceled"
"BID13306","1","0","0","3","Meal Plan 1","0","Room_Type 1","151","Offline","0","0","0","80","0","1/19/2018","Not_Canceled"
"BID09966","1","0","2","2","Meal Plan 1","0","Room_Type 1","2","Offline","0","0","0","66.88","0","5/15/2018","Not_Canceled"
"BID24978","2","0","0","4","Meal Plan 1","0","Room_Type 1","275","Online","0","0","0","82.45","2","12/28/2018","Not_Canceled"
"BID28595","2","0","0","1","Meal Plan 3","0","Room_Type 7","0","Complementary","1","0","2","0","1","4/20/2018","Not_Canceled"
"BID16443","2","0","0","2","Meal Plan 1","0","Room_Type 1","5","Corporate","0","0","0","110","1","5/24/2018","Not_Canceled"
"BID17479","1","0","0","3","Meal Plan 1","0","Room_Type 1","37","Offline","0","0","0","95","0","10/13/2018","Not_Canceled"
"BID33551","2","0","0","4","Meal Plan 1","0","Room_Type 6","22","Online","0","0","0","156.7","2","4/26/2018","Not_Canceled"
"BID25681","2","0","0","3","Meal Plan 1","0","Room_Type 1","26","Online","0","0","0","91","1","3/16/2018","Not_Canceled"
"BID32891","2","0","3","7","Meal Plan 1","0","Room_Type 1","23","Online","0","0","0","95.98","0","42925","Not_Canceled"
"BID09478","1","0","2","1","Meal Plan 1","0","Room_Type 1","163","Offline","0","0","0","115","0","10/15/2018","Canceled"
"BID21017","2","0","2","0","Meal Plan 2","0","Room_Type 1","75","Offline","0","0","0","105","0","10/30/2018","Canceled"
"BID21572","2","0","0","3","Meal Plan 1","0","Room_Type 1","148","Online","0","0","0","105.3","0","43225","Not_Canceled"
"BID14071","2","0","0","1","Meal Plan 1","0","Room_Type 1","218","Online","0","0","0","96.3","1","43259","Canceled"
"BID11249","2","0","1","1","Meal Plan 1","0","Room_Type 1","38","Offline","0","0","0","85.5","0","6/18/2018","Not_Canceled"
"BID31171","2","0","1","5","Meal Plan 1","0","Room_Type 3","11","Corporate","0","0","0","110","1","43111","Not_Canceled"
"BID06721","2","0","0","2","Meal Plan 1","0","Room_Type 1","30","Offline","0","0","0","140","0","43137","Not_Canceled"
"BID34333","2","1","0","2","Meal Plan 1","1","Room_Type 1","135","Online","0","0","0","130.5","0","43139","Not_Canceled"
"BID05399","1","0","1","2","Meal Plan 1","0","Room_Type 1","10","Online","0","0","0","119","0","10/14/2018","Canceled"
"BID36190","2","0","0","3","Meal Plan 1","0","Room_Type 1","195","Online","0","0","0","126.9","0","9/28/2018","Canceled"
"BID29991","1","0","0","3","Meal Plan 1","0","Room_Type 1","25","Online","0","0","0","133","0","10/19/2018","Canceled"
"BID03717","0","2","0","1","Meal Plan 1","0","Room_Type 2","3","Online","0","0","0","131.78","0","6/16/2018","Not_Canceled"
"BID12597","1","0","1","3","Meal Plan 1","0","Room_Type 1","113","Online","0","0","0","89.25","0","43348","Canceled"
"BID29792","2","0","1","3","Meal Plan 1","0","Room_Type 1","322","Offline","0","0","0","80","0","5/19/2018","Canceled"
"BID13224","2","0","0","2","Meal Plan 1","1","Room_Type 7","4","Complementary","0","0","0","1","1","1/22/2018","Not_Canceled"
"BID30566","2","0","0","1","Meal Plan 1","0","Room_Type 1","41","Online","0","0","0","81.08","0","4/21/2018","Canceled"
"BID20259","1","0","2","3","Meal Plan 1","0","Room_Type 1","90","Online","0","0","0","74.95","0","43254","Not_Canceled"
"BID09006","2","0","0","3","Meal Plan 2","0","Room_Type 1","13","Offline","0","0","0","96","0","4/26/2018","Not_Canceled"
"BID03784","2","0","0","2","Meal Plan 1","0","Room_Type 4","92","Online","0","0","0","87.3","0","3/18/2018","Not_Canceled"
"BID19443","2","2","0","1","Meal Plan 1","0","Room_Type 6","0","Online","0","0","0","156","0","8/25/2017","Not_Canceled"
"BID05313","2","0","2","4","Meal Plan 1","0","Room_Type 1","37","Online","0","0","0","88.4","1","11/13/2018","Canceled"
"BID18982","2","0","2","5","Meal Plan 1","0","Room_Type 4","21","Online","0","0","0","97.75","1","43171","Not_Canceled"
"BID16786","2","0","1","2","Not Selected","0","Room_Type 1","39","Online","0","0","0","71.1","1","43193","Canceled"
"BID06159","2","0","1","3","Not Selected","0","Room_Type 1","107","Online","0","0","0","118.8","1","43229","Canceled"
"BID25206","2","0","0","2","Meal Plan 2","0","Room_Type 1","56","Offline","0","0","0","82","0","9/17/2017","Not_Canceled"
"BID29829","2","1","1","5","Meal Plan 1","0","Room_Type 1","98","Online","0","0","0","130.5","0","43197","Canceled"
"BID16769","1","0","0","2","Meal Plan 1","0","Room_Type 1","112","Offline","0","0","0","120","0","43414","Not_Canceled"
"BID08966","1","0","0","3","Meal Plan 1","0","Room_Type 1","4","Corporate","0","0","0","65","0","8/18/2017","Not_Canceled"
"BID05948","2","0","1","2","Meal Plan 1","0","Room_Type 1","130","Online","0","0","0","96.3","0","6/27/2018","Not_Canceled"
"BID02902","2","0","2","1","Meal Plan 1","0","Room_Type 4","34","Online","0","0","0","122.4","0","6/19/2018","Canceled"
"BID03134","2","0","1","2","Not Selected","0","Room_Type 1","59","Online","0","0","0","60.35","1","10/31/2018","Not_Canceled"
"BID26942","2","0","0","3","Meal Plan 1","0","Room_Type 1","93","Online","0","0","0","90.3","1","43255","Not_Canceled"
"BID30887","1","0","0","1","Meal Plan 1","0","Room_Type 1","2","Offline","0","0","0","109.65","0","10/13/2018","Not_Canceled"
"BID33037","3","0","0","3","Meal Plan 1","0","Room_Type 1","152","Online","0","0","0","140.7","2","43198","Canceled"
"BID30178","2","0","1","2","Meal Plan 1","0","Room_Type 1","290","Offline","0","0","0","72","1","6/17/2018","Not_Canceled"
"BID10447","2","0","1","3","Meal Plan 2","0","Room_Type 4","9","Online","0","0","0","179","1","43348","Not_Canceled"
"BID03064","2","0","0","4","Meal Plan 1","0","Room_Type 1","37","Online","0","0","0","108.8","1","12/27/2018","Not_Canceled"
"BID28289","2","0","1","4","Not Selected","0","Room_Type 1","37","Online","0","0","0","105.33","1","8/22/2018","Not_Canceled"
"BID01526","2","0","0","1","Meal Plan 1","0","Room_Type 4","17","Online","0","0","0","118.58","1","43321","Not_Canceled"
"BID22885","1","0","0","3","Meal Plan 1","0","Room_Type 1","113","Corporate","0","0","0","100","0","5/31/2018","Canceled"
"BID24707","2","0","1","3","Meal Plan 1","0","Room_Type 1","85","Offline","0","0","0","85","1","43261","Not_Canceled"
"BID16149","2","0","0","3","Meal Plan 1","0","Room_Type 1","304","Offline","0","0","0","89","0","43170","Canceled"
"BID09663","2","0","0","2","Not Selected","0","Room_Type 1","36","Online","0","0","0","119.5","2","10/20/2018","Not_Canceled"
"BID29905","2","0","2","5","Meal Plan 2","0","Room_Type 1","277","Offline","0","0","0","89.14","1","43229","Not_Canceled"
"BID15719","2","0","2","1","Meal Plan 1","0","Room_Type 1","12","Online","0","0","0","171.33","1","9/18/2018","Not_Canceled"
"BID35901","2","0","2","1","Meal Plan 1","1","Room_Type 4","78","Online","0","0","0","158.4","1","9/18/2018","Not_Canceled"
"BID22013","2","0","1","3","Not Selected","0","Room_Type 1","6","Online","0","0","0","113.72","1","43292","Not_Canceled"
"BID09913","2","0","1","2","Meal Plan 2","0","Room_Type 1","418","Offline","0","0","0","107","0","9/26/2018","Canceled"
"BID34263","2","0","1","3","Meal Plan 1","0","Room_Type 4","100","Online","0","0","0","65.49","3","2/25/2018","Not_Canceled"
"BID05335","2","2","0","4","Meal Plan 1","0","Room_Type 6","15","Online","0","0","0","198.5","3","43255","Not_Canceled"
"BID04879","2","1","0","1","Meal Plan 1","0","Room_Type 4","0","Online","0","0","0","139","0","43287","Canceled"
"BID19495","2","0","2","1","Meal Plan 1","0","Room_Type 1","9","Offline","0","0","0","85","1","43141","Not_Canceled"
"BID16931","2","0","0","4","Not Selected","0","Room_Type 1","157","Online","0","0","0","97.75","1","43258","Not_Canceled"
"BID15843","2","0","2","1","Meal Plan 1","0","Room_Type 1","35","Offline","0","0","0","85","1","8/20/2018","Not_Canceled"
"BID19735","1","0","0","3","Meal Plan 1","1","Room_Type 1","3","Complementary","1","0","2","56","1","43103","Not_Canceled"
"BID32351","1","0","0","3","Meal Plan 1","0","Room_Type 4","0","Online","0","0","0","178.33","1","8/18/2018","Not_Canceled"
"BID20429","2","0","1","1","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","141","1","7/23/2018","Not_Canceled"
"BID26028","2","0","0","3","Meal Plan 1","0","Room_Type 1","314","Offline","0","0","0","75","0","43444","Canceled"
"BID17519","1","0","0","2","Meal Plan 1","0","Room_Type 1","32","Online","0","0","0","143.28","0","43323","Canceled"
"BID30357","2","0","0","1","Meal Plan 1","0","Room_Type 5","9","Complementary","0","0","0","0","1","42864","Not_Canceled"
"BID00894","1","0","2","4","Meal Plan 1","0","Room_Type 1","245","Online","0","0","0","110","0","43258","Canceled"
"BID01906","2","0","0","4","Meal Plan 1","0","Room_Type 1","176","Online","0","0","0","90.95","0","43441","Canceled"
"BID22611","2","0","2","2","Meal Plan 1","0","Room_Type 1","18","Online","0","0","0","98.6","0","5/29/2018","Canceled"
"BID03211","1","0","2","2","Meal Plan 1","0","Room_Type 1","99","Online","0","0","0","112.05","0","43350","Canceled"
"BID21994","2","2","1","1","Meal Plan 1","0","Room_Type 6","71","Online","0","0","0","168.3","2","4/18/2018","Not_Canceled"
"BID17526","1","0","2","2","Meal Plan 1","0","Room_Type 4","77","Online","0","0","0","145.8","1","43262","Not_Canceled"
"BID23563","2","0","1","1","Not Selected","0","Room_Type 1","21","Online","0","0","0","86","1","43223","Not_Canceled"
"BID21847","2","0","2","2","Not Selected","0","Room_Type 1","27","Online","0","0","0","110","1","10/28/2018","Not_Canceled"
"BID16488","2","0","0","4","Meal Plan 1","0","Room_Type 1","29","Online","0","0","0","73.21","0","10/13/2017","Not_Canceled"
"BID13049","2","0","2","3","Meal Plan 1","0","Room_Type 1","85","Online","0","0","0","76.5","0","7/24/2017","Canceled"
"BID09133","2","1","2","2","Meal Plan 2","0","Room_Type 1","17","Online","0","0","0","148.38","2","43286","Not_Canceled"
"BID24587","1","0","0","1","Meal Plan 1","0","Room_Type 1","4","Offline","0","0","0","70","0","12/16/2018","Not_Canceled"
"BID08629","2","0","1","2","Meal Plan 1","0","Room_Type 4","58","Online","0","0","0","123.3","2","43140","Not_Canceled"
"BID36264","1","0","2","1","Meal Plan 1","0","Room_Type 1","116","Online","0","0","0","1","0","2/28/2018","Not_Canceled"
"BID03584","2","0","0","2","Meal Plan 1","0","Room_Type 1","14","Corporate","0","0","0","105","0","7/21/2018","Not_Canceled"
"BID02855","1","0","0","3","Meal Plan 1","0","Room_Type 1","45","Online","0","0","0","85.5","2","10/22/2017","Not_Canceled"
"BID25392","2","0","2","0","Meal Plan 1","0","Room_Type 1","146","Offline","0","0","0","95","0","4/24/2018","Canceled"
"BID30397","2","0","1","3","Meal Plan 1","0","Room_Type 4","79","Online","0","0","0","95.2","1","43194","Not_Canceled"
"BID00246","1","0","0","2","Meal Plan 1","0","Room_Type 1","164","Offline","0","0","0","100","0","42776","Not_Canceled"
"BID29165","2","0","0","3","Meal Plan 1","0","Room_Type 1","43","Offline","0","0","0","60","0","1/21/2018","Not_Canceled"
"BID13469","1","0","0","1","Meal Plan 1","0","Room_Type 1","12","Corporate","1","0","1","65","1","11/25/2017","Not_Canceled"
"BID30891","2","0","2","2","Meal Plan 2","0","Room_Type 1","169","Offline","0","0","0","106","0","4/22/2018","Canceled"
"BID10736","2","0","0","2","Meal Plan 1","0","Room_Type 1","1","Offline","1","1","0","102.6","0","9/30/2017","Not_Canceled"
"BID31434","2","1","1","0","Meal Plan 1","0","Room_Type 1","1","Online","0","0","0","159","2","43136","Not_Canceled"
"BID34950","2","0","0","2","Meal Plan 1","0","Room_Type 1","31","Corporate","0","0","0","81.5","0","43192","Not_Canceled"
"BID14593","1","0","1","4","Meal Plan 2","0","Room_Type 1","26","Online","0","0","0","79.92","0","12/21/2018","Canceled"
"BID23665","2","0","2","3","Meal Plan 1","0","Room_Type 1","170","Offline","0","0","0","78","0","43316","Not_Canceled"
"BID11065","1","0","1","3","Meal Plan 1","0","Room_Type 1","56","Offline","0","0","0","74","0","43349","Not_Canceled"
"BID15492","2","0","1","3","Not Selected","0","Room_Type 1","107","Online","0","0","0","61.09","1","12/26/2018","Not_Canceled"
